<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2022.08.17	11:30:11.391	134.805	134.805			6
2022.08.17	11:30:11.493	134.806	134.806			6
2022.08.17	11:30:11.793	134.807	134.807			6
2022.08.17	11:30:12.017	134.806	134.806			6
2022.08.17	11:30:12.143	134.805	134.805			6
2022.08.17	11:30:12.343	134.806	134.806			6
2022.08.17	11:30:12.872	134.807	134.807			6
2022.08.17	11:30:13.398	134.806	134.806			6
2022.08.17	11:30:13.495	134.807	134.807			6
2022.08.17	11:30:13.729	134.806	134.806			6
2022.08.17	11:30:13.847	134.807	134.807			6
2022.08.17	11:30:13.944	134.806	134.806			6
2022.08.17	11:30:14.047	134.807	134.807			6
2022.08.17	11:30:14.454	134.806	134.806			6
2022.08.17	11:30:15.106	134.805	134.805			6
2022.08.17	11:30:15.214	134.801	134.801			6
2022.08.17	11:30:15.433	134.802	134.802			6
2022.08.17	11:30:15.557	134.801	134.801			6
2022.08.17	11:30:16.058	134.802	134.802			6
2022.08.17	11:30:16.165	134.801	134.801			6
2022.08.17	11:30:16.291	134.802	134.802			6
2022.08.17	11:30:17.869	134.801	134.801			6
2022.08.17	11:30:18.419	134.802	134.802			6
2022.08.17	11:30:18.517	134.801	134.801			6
2022.08.17	11:30:18.629	134.802	134.802			6
2022.08.17	11:30:19.076	134.801	134.801			6
2022.08.17	11:30:19.175	134.802	134.802			6
2022.08.17	11:30:19.276	134.801	134.801			6
2022.08.17	11:30:20.551	134.803	134.803			6
2022.08.17	11:30:20.774	134.801	134.801			6
2022.08.17	11:30:20.877	134.802	134.802			6
2022.08.17	11:30:21.409	134.801	134.801			6
2022.08.17	11:30:21.733	134.802	134.802			6
2022.08.17	11:30:23.257	134.801	134.801			6
2022.08.17	11:30:23.350	134.802	134.802			6
2022.08.17	11:30:23.750	134.801	134.801			6
2022.08.17	11:30:23.855	134.802	134.802			6
2022.08.17	11:30:23.977	134.801	134.801			6
2022.08.17	11:30:24.296	134.798	134.798			6
2022.08.17	11:30:24.495	134.797	134.797			6
2022.08.17	11:30:24.596	134.798	134.798			6
2022.08.17	11:30:24.705	134.797	134.797			6
2022.08.17	11:30:25.174	134.798	134.798			6
2022.08.17	11:30:25.382	134.799	134.799			6
2022.08.17	11:30:25.582	134.798	134.798			6
2022.08.17	11:30:25.691	134.799	134.799			6
2022.08.17	11:30:25.829	134.798	134.798			6
2022.08.17	11:30:25.912	134.797	134.797			6
2022.08.17	11:30:26.103	134.799	134.799			6
2022.08.17	11:30:26.419	134.798	134.798			6
2022.08.17	11:30:26.535	134.799	134.799			6
2022.08.17	11:30:26.658	134.798	134.798			6
2022.08.17	11:30:26.757	134.799	134.799			6
2022.08.17	11:30:26.956	134.798	134.798			6
2022.08.17	11:30:27.158	134.797	134.797			6
2022.08.17	11:30:27.256	134.798	134.798			6
2022.08.17	11:30:27.609	134.797	134.797			6
2022.08.17	11:30:27.812	134.798	134.798			6
2022.08.17	11:30:28.568	134.797	134.797			6
2022.08.17	11:30:28.668	134.798	134.798			6
2022.08.17	11:30:29.820	134.797	134.797			6
2022.08.17	11:30:29.944	134.798	134.798			6
2022.08.17	11:30:30.269	134.797	134.797			6
2022.08.17	11:30:30.371	134.798	134.798			6
2022.08.17	11:30:30.475	134.797	134.797			6
2022.08.17	11:30:30.798	134.798	134.798			6
2022.08.17	11:30:33.036	134.797	134.797			6
2022.08.17	11:30:33.596	134.798	134.798			6
2022.08.17	11:30:33.895	134.797	134.797			6
2022.08.17	11:30:34.092	134.796	134.796			6
2022.08.17	11:30:34.229	134.797	134.797			6
2022.08.17	11:30:34.342	134.796	134.796			6
2022.08.17	11:30:34.440	134.797	134.797			6
2022.08.17	11:30:34.545	134.799	134.799			6
2022.08.17	11:30:34.757	134.798	134.798			6
2022.08.17	11:30:36.661	134.797	134.797			6
2022.08.17	11:30:36.791	134.800	134.800			6
2022.08.17	11:30:36.914	134.801	134.801			6
2022.08.17	11:30:37.518	134.800	134.800			6
2022.08.17	11:30:38.488	134.801	134.801			6
2022.08.17	11:30:39.479	134.800	134.800			6
2022.08.17	11:30:39.973	134.801	134.801			6
2022.08.17	11:30:40.200	134.800	134.800			6
2022.08.17	11:30:40.321	134.801	134.801			6
2022.08.17	11:30:40.427	134.800	134.800			6
2022.08.17	11:30:40.630	134.797	134.797			6
2022.08.17	11:30:40.731	134.796	134.796			6
2022.08.17	11:30:40.833	134.797	134.797			6
2022.08.17	11:30:40.932	134.796	134.796			6
2022.08.17	11:30:41.185	134.797	134.797			6
2022.08.17	11:30:41.275	134.796	134.796			6
2022.08.17	11:30:41.375	134.797	134.797			6
2022.08.17	11:30:41.782	134.796	134.796			6
2022.08.17	11:30:42.032	134.797	134.797			6
2022.08.17	11:30:42.232	134.796	134.796			6
2022.08.17	11:30:42.434	134.797	134.797			6
2022.08.17	11:30:42.888	134.796	134.796			6
2022.08.17	11:30:42.987	134.798	134.798			6
2022.08.17	11:30:43.188	134.799	134.799			6
2022.08.17	11:30:43.386	134.798	134.798			6
2022.08.17	11:30:43.494	134.799	134.799			6
2022.08.17	11:30:43.617	134.798	134.798			6
2022.08.17	11:30:43.747	134.799	134.799			6
2022.08.17	11:30:43.949	134.798	134.798			6
2022.08.17	11:30:44.045	134.799	134.799			6
2022.08.17	11:30:44.248	134.798	134.798			6
2022.08.17	11:30:44.352	134.799	134.799			6
2022.08.17	11:30:44.477	134.800	134.800			6
2022.08.17	11:30:45.331	134.799	134.799			6
2022.08.17	11:30:45.553	134.800	134.800			6
2022.08.17	11:30:45.960	134.799	134.799			6
2022.08.17	11:30:46.070	134.798	134.798			6
2022.08.17	11:30:46.184	134.799	134.799			6
2022.08.17	11:30:47.046	134.798	134.798			6
2022.08.17	11:30:47.162	134.799	134.799			6
2022.08.17	11:30:47.263	134.798	134.798			6
2022.08.17	11:30:47.670	134.796	134.796			6
2022.08.17	11:30:47.772	134.795	134.795			6
2022.08.17	11:30:48.211	134.796	134.796			6
2022.08.17	11:30:48.314	134.795	134.795			6
2022.08.17	11:30:48.433	134.796	134.796			6
2022.08.17	11:30:48.750	134.795	134.795			6
2022.08.17	11:30:49.197	134.796	134.796			6
2022.08.17	11:30:49.280	134.797	134.797			6
2022.08.17	11:30:49.725	134.798	134.798			6
2022.08.17	11:30:49.928	134.797	134.797			6
2022.08.17	11:30:50.121	134.798	134.798			6
2022.08.17	11:30:50.454	134.797	134.797			6
2022.08.17	11:30:50.575	134.798	134.798			6
2022.08.17	11:30:51.310	134.797	134.797			6
2022.08.17	11:30:53.542	134.798	134.798			6
2022.08.17	11:30:55.932	134.797	134.797			6
2022.08.17	11:30:56.129	134.796	134.796			6
2022.08.17	11:30:56.225	134.797	134.797			6
2022.08.17	11:30:57.058	134.798	134.798			6
2022.08.17	11:30:57.405	134.797	134.797			6
2022.08.17	11:30:57.716	134.798	134.798			6
2022.08.17	11:30:59.722	134.797	134.797			6
2022.08.17	11:30:59.856	134.796	134.796			6
2022.08.17	11:30:59.969	134.795	134.795			6
2022.08.17	11:31:00.070	134.795				2
2022.08.17	11:31:00.931	134.789	134.789			6
2022.08.17	11:31:01.029	134.790	134.790			6
2022.08.17	11:31:01.126	134.789	134.789			6
2022.08.17	11:31:01.239	134.790	134.790			6
2022.08.17	11:31:01.327	134.789	134.789			6
2022.08.17	11:31:01.432	134.790	134.790			6
2022.08.17	11:31:02.283	134.791	134.791			6
2022.08.17	11:31:02.417	134.790	134.790			6
2022.08.17	11:31:02.528	134.791	134.791			6
2022.08.17	11:31:02.634	134.790	134.790			6
2022.08.17	11:31:02.725	134.792	134.792			6
2022.08.17	11:31:02.829	134.791	134.791			6
2022.08.17	11:31:02.932	134.793	134.793			6
2022.08.17	11:31:03.029	134.792	134.792			6
2022.08.17	11:31:03.481	134.793	134.793			6
2022.08.17	11:31:03.581	134.792	134.792			6
2022.08.17	11:31:03.890	134.791	134.791			6
2022.08.17	11:31:03.994	134.793	134.793			6
2022.08.17	11:31:04.119	134.792	134.792			6
2022.08.17	11:31:04.236	134.794	134.794			6
2022.08.17	11:31:04.335	134.793	134.793			6
2022.08.17	11:31:04.437	134.792	134.792			6
2022.08.17	11:31:04.966	134.791	134.791			6
2022.08.17	11:31:05.192	134.790	134.790			6
2022.08.17	11:31:05.294	134.791	134.791			6
2022.08.17	11:31:05.383	134.790	134.790			6
2022.08.17	11:31:05.495	134.792	134.792			6
2022.08.17	11:31:06.236	134.791	134.791			6
2022.08.17	11:31:06.450	134.792	134.792			6
2022.08.17	11:31:06.542	134.791	134.791			6
2022.08.17	11:31:06.886	134.792	134.792			6
2022.08.17	11:31:07.089	134.789	134.789			6
2022.08.17	11:31:07.191	134.790	134.790			6
2022.08.17	11:31:07.292	134.789	134.789			6
2022.08.17	11:31:07.641	134.790	134.790			6
2022.08.17	11:31:07.842	134.791	134.791			6
2022.08.17	11:31:08.242	134.790	134.790			6
2022.08.17	11:31:08.799	134.791	134.791			6
2022.08.17	11:31:09.442	134.790	134.790			6
2022.08.17	11:31:09.546	134.791	134.791			6
2022.08.17	11:31:09.644	134.789	134.789			6
2022.08.17	11:31:09.746	134.791	134.791			6
2022.08.17	11:31:09.842	134.789	134.789			6
2022.08.17	11:31:10.076	134.790	134.790			6
2022.08.17	11:31:10.192	134.789	134.789			6
2022.08.17	11:31:10.924	134.788	134.788			6
2022.08.17	11:31:11.149	134.789	134.789			6
2022.08.17	11:31:11.244	134.788	134.788			6
2022.08.17	11:31:11.444	134.787	134.787			6
2022.08.17	11:31:11.552	134.788	134.788			6
2022.08.17	11:31:11.652	134.787	134.787			6
2022.08.17	11:31:12.000	134.788	134.788			6
2022.08.17	11:31:12.207	134.784	134.784			6
2022.08.17	11:31:12.310	134.781	134.781			6
2022.08.17	11:31:12.410	134.780	134.780			6
2022.08.17	11:31:12.509	134.778	134.778			6
2022.08.17	11:31:12.630	134.779	134.779			6
2022.08.17	11:31:12.753	134.778	134.778			6
2022.08.17	11:31:12.855	134.779	134.779			6
2022.08.17	11:31:13.051	134.778	134.778			6
2022.08.17	11:31:13.156	134.779	134.779			6
2022.08.17	11:31:13.261	134.778	134.778			6
2022.08.17	11:31:13.364	134.774	134.774			6
2022.08.17	11:31:14.011	134.773	134.773			6
2022.08.17	11:31:14.763	134.774	134.774			6
2022.08.17	11:31:14.873	134.771	134.771			6
2022.08.17	11:31:14.967	134.770	134.770			6
2022.08.17	11:31:15.197	134.771	134.771			6
2022.08.17	11:31:15.316	134.770	134.770			6
2022.08.17	11:31:15.417	134.772	134.772			6
2022.08.17	11:31:15.617	134.771	134.771			6
2022.08.17	11:31:15.829	134.772	134.772			6
2022.08.17	11:31:15.922	134.771	134.771			6
2022.08.17	11:31:16.051	134.769	134.769			6
2022.08.17	11:31:16.163	134.770	134.770			6
2022.08.17	11:31:16.266	134.771	134.771			6
2022.08.17	11:31:16.381	134.773	134.773			6
2022.08.17	11:31:16.636	134.772	134.772			6
2022.08.17	11:31:16.715	134.773	134.773			6
2022.08.17	11:31:16.780	134.772	134.772			6
2022.08.17	11:31:16.909	134.774	134.774			6
2022.08.17	11:31:17.027	134.772	134.772			6
2022.08.17	11:31:17.121	134.774	134.774			6
2022.08.17	11:31:17.324	134.773	134.773			6
2022.08.17	11:31:18.926	134.772	134.772			6
2022.08.17	11:31:19.685	134.771	134.771			6
2022.08.17	11:31:19.780	134.770	134.770			6
2022.08.17	11:31:19.883	134.769	134.769			6
2022.08.17	11:31:19.985	134.770	134.770			6
2022.08.17	11:31:20.214	134.768	134.768			6
2022.08.17	11:31:20.324	134.763	134.763			6
2022.08.17	11:31:20.442	134.762	134.762			6
2022.08.17	11:31:20.738	134.761	134.761			6
2022.08.17	11:31:21.493	134.760	134.760			6
2022.08.17	11:31:21.594	134.761	134.761			6
2022.08.17	11:31:21.691	134.760	134.760			6
2022.08.17	11:31:21.792	134.761	134.761			6
2022.08.17	11:31:22.021	134.760	134.760			6
2022.08.17	11:31:22.142	134.761	134.761			6
2022.08.17	11:31:22.339	134.762	134.762			6
2022.08.17	11:31:22.798	134.761	134.761			6
2022.08.17	11:31:23.730	134.762	134.762			6
2022.08.17	11:31:23.851	134.761	134.761			6
2022.08.17	11:31:23.951	134.762	134.762			6
2022.08.17	11:31:24.147	134.761	134.761			6
2022.08.17	11:31:24.245	134.762	134.762			6
2022.08.17	11:31:24.355	134.761	134.761			6
2022.08.17	11:31:25.116	134.762	134.762			6
2022.08.17	11:31:25.212	134.761	134.761			6
2022.08.17	11:31:25.323	134.762	134.762			6
2022.08.17	11:31:25.440	134.761	134.761			6
2022.08.17	11:31:27.018	134.762	134.762			6
2022.08.17	11:31:27.874	134.761	134.761			6
2022.08.17	11:31:28.006	134.762	134.762			6
2022.08.17	11:31:28.325	134.761	134.761			6
2022.08.17	11:31:28.981	134.762	134.762			6
2022.08.17	11:31:29.376	134.761	134.761			6
2022.08.17	11:31:29.482	134.762	134.762			6
2022.08.17	11:31:29.581	134.761	134.761			6
2022.08.17	11:31:29.831	134.760	134.760			6
2022.08.17	11:31:29.934	134.761	134.761			6
2022.08.17	11:31:30.133	134.760	134.760			6
2022.08.17	11:31:30.233	134.762	134.762			6
2022.08.17	11:31:30.332	134.761	134.761			6
2022.08.17	11:31:30.441	134.762	134.762			6
2022.08.17	11:31:31.645	134.765	134.765			6
2022.08.17	11:31:31.740	134.764	134.764			6
2022.08.17	11:31:31.841	134.765	134.765			6
2022.08.17	11:31:32.035	134.764	134.764			6
2022.08.17	11:31:32.146	134.765	134.765			6
2022.08.17	11:31:32.399	134.766	134.766			6
2022.08.17	11:31:32.491	134.767	134.767			6
2022.08.17	11:31:32.592	134.768	134.768			6
2022.08.17	11:31:33.246	134.769	134.769			6
2022.08.17	11:31:33.446	134.771	134.771			6
2022.08.17	11:31:33.544	134.770	134.770			6
2022.08.17	11:31:33.752	134.771	134.771			6
2022.08.17	11:31:33.988	134.770	134.770			6
2022.08.17	11:31:34.404	134.769	134.769			6
2022.08.17	11:31:34.709	134.770	134.770			6
2022.08.17	11:31:34.950	134.769	134.769			6
2022.08.17	11:31:35.700	134.767	134.767			6
2022.08.17	11:31:36.015	134.768	134.768			6
2022.08.17	11:31:36.211	134.766	134.766			6
2022.08.17	11:31:36.412	134.768	134.768			6
2022.08.17	11:31:36.666	134.767	134.767			6
2022.08.17	11:31:36.862	134.766	134.766			6
2022.08.17	11:31:36.969	134.765	134.765			6
2022.08.17	11:31:37.622	134.762	134.762			6
2022.08.17	11:31:37.727	134.759	134.759			6
2022.08.17	11:31:37.826	134.760	134.760			6
2022.08.17	11:31:37.922	134.759	134.759			6
2022.08.17	11:31:38.823	134.763	134.763			6
2022.08.17	11:31:38.924	134.765	134.765			6
2022.08.17	11:31:39.025	134.764	134.764			6
2022.08.17	11:31:39.125	134.765	134.765			6
2022.08.17	11:31:39.226	134.764	134.764			6
2022.08.17	11:31:39.321	134.765	134.765			6
2022.08.17	11:31:39.624	134.764	134.764			6
2022.08.17	11:31:40.383	134.765	134.765			6
2022.08.17	11:31:40.580	134.764	134.764			6
2022.08.17	11:31:41.233	134.765	134.765			6
2022.08.17	11:31:41.428	134.764	134.764			6
2022.08.17	11:31:41.658	134.765	134.765			6
2022.08.17	11:31:42.190	134.762	134.762			6
2022.08.17	11:31:42.289	134.761	134.761			6
2022.08.17	11:31:42.389	134.762	134.762			6
2022.08.17	11:31:42.735	134.761	134.761			6
2022.08.17	11:31:42.834	134.762	134.762			6
2022.08.17	11:31:43.592	134.764	134.764			6
2022.08.17	11:31:43.786	134.765	134.765			6
2022.08.17	11:31:44.549	134.764	134.764			6
2022.08.17	11:31:44.644	134.765	134.765			6
2022.08.17	11:31:44.740	134.764	134.764			6
2022.08.17	11:31:44.840	134.765	134.765			6
2022.08.17	11:31:46.354	134.768	134.768			6
2022.08.17	11:31:46.903	134.767	134.767			6
2022.08.17	11:31:47.632	134.765	134.765			6
2022.08.17	11:31:47.851	134.764	134.764			6
2022.08.17	11:31:47.952	134.765	134.765			6
2022.08.17	11:31:48.052	134.764	134.764			6
2022.08.17	11:31:48.154	134.765	134.765			6
2022.08.17	11:31:48.362	134.762	134.762			6
2022.08.17	11:31:48.484	134.761	134.761			6
2022.08.17	11:31:48.704	134.762	134.762			6
2022.08.17	11:31:48.908	134.761	134.761			6
2022.08.17	11:31:49.009	134.762	134.762			6
2022.08.17	11:31:49.212	134.761	134.761			6
2022.08.17	11:31:49.462	134.760	134.760			6
2022.08.17	11:31:49.765	134.761	134.761			6
2022.08.17	11:31:49.961	134.760	134.760			6
2022.08.17	11:31:50.069	134.761	134.761			6
2022.08.17	11:31:50.314	134.760	134.760			6
2022.08.17	11:31:50.414	134.761	134.761			6
2022.08.17	11:31:50.516	134.760	134.760			6
2022.08.17	11:31:50.619	134.761	134.761			6
2022.08.17	11:31:51.265	134.762	134.762			6
2022.08.17	11:31:55.093	134.759	134.759			6
2022.08.17	11:31:55.197	134.758	134.758			6
2022.08.17	11:31:55.545	134.755	134.755			6
2022.08.17	11:31:55.836	134.756	134.756			6
2022.08.17	11:31:55.947	134.755	134.755			6
2022.08.17	11:31:56.053	134.759	134.759			6
2022.08.17	11:31:56.168	134.758	134.758			6
2022.08.17	11:31:56.296	134.759	134.759			6
2022.08.17	11:31:56.386	134.758	134.758			6
2022.08.17	11:31:57.449	134.757	134.757			6
2022.08.17	11:31:57.659	134.759	134.759			6
2022.08.17	11:31:57.762	134.761	134.761			6
2022.08.17	11:31:58.002	134.762	134.762			6
2022.08.17	11:31:58.860	134.761	134.761			6
2022.08.17	11:31:58.954	134.762	134.762			6
2022.08.17	11:31:59.054	134.761	134.761			6
2022.08.17	11:31:59.251	134.760	134.760			6
2022.08.17	11:31:59.355	134.761	134.761			6
2022.08.17	11:31:59.808	134.760	134.760			6
2022.08.17	11:31:59.919	134.759	134.759			6
2022.08.17	11:32:00.017	134.759				2
2022.08.17	11:32:00.119	134.755	134.755			6
2022.08.17	11:32:00.215	134.753	134.753			6
2022.08.17	11:32:00.316	134.752	134.752			6
2022.08.17	11:32:00.563	134.753	134.753			6
2022.08.17	11:32:01.060	134.754	134.754			6
2022.08.17	11:32:01.164	134.753	134.753			6
2022.08.17	11:32:01.410	134.754	134.754			6
2022.08.17	11:32:01.817	134.753	134.753			6
2022.08.17	11:32:02.142	134.754	134.754			6
2022.08.17	11:32:02.264	134.753	134.753			6
2022.08.17	11:32:02.462	134.754	134.754			6
2022.08.17	11:32:02.570	134.753	134.753			6
2022.08.17	11:32:02.665	134.754	134.754			6
2022.08.17	11:32:02.993	134.753	134.753			6
2022.08.17	11:32:03.220	134.752	134.752			6
2022.08.17	11:32:03.322	134.753	134.753			6
2022.08.17	11:32:03.418	134.752	134.752			6
2022.08.17	11:32:03.646	134.753	134.753			6
2022.08.17	11:32:04.830	134.752	134.752			6
2022.08.17	11:32:05.135	134.751	134.751			6
2022.08.17	11:32:05.235	134.750	134.750			6
2022.08.17	11:32:05.438	134.751	134.751			6
2022.08.17	11:32:05.570	134.750	134.750			6
2022.08.17	11:32:05.829	134.751	134.751			6
2022.08.17	11:32:05.885	134.748	134.748			6
2022.08.17	11:32:06.080	134.747	134.747			6
2022.08.17	11:32:07.151	134.746	134.746			6
2022.08.17	11:32:07.268	134.747	134.747			6
2022.08.17	11:32:07.403	134.745	134.745			6
2022.08.17	11:32:07.496	134.744	134.744			6
2022.08.17	11:32:07.897	134.745	134.745			6
2022.08.17	11:32:08.341	134.744	134.744			6
2022.08.17	11:32:08.441	134.745	134.745			6
2022.08.17	11:32:08.538	134.744	134.744			6
2022.08.17	11:32:08.651	134.745	134.745			6
2022.08.17	11:32:08.743	134.746	134.746			6
2022.08.17	11:32:09.195	134.745	134.745			6
2022.08.17	11:32:09.400	134.746	134.746			6
2022.08.17	11:32:10.161	134.745	134.745			6
2022.08.17	11:32:10.351	134.746	134.746			6
2022.08.17	11:32:10.909	134.745	134.745			6
2022.08.17	11:32:11.005	134.746	134.746			6
2022.08.17	11:32:11.111	134.747	134.747			6
2022.08.17	11:32:11.301	134.746	134.746			6
2022.08.17	11:32:11.955	134.745	134.745			6
2022.08.17	11:32:13.463	134.746	134.746			6
2022.08.17	11:32:14.628	134.743	134.743			6
2022.08.17	11:32:16.979	134.742	134.742			6
2022.08.17	11:32:17.076	134.741	134.741			6
2022.08.17	11:32:17.174	134.742	134.742			6
2022.08.17	11:32:17.270	134.741	134.741			6
2022.08.17	11:32:17.723	134.742	134.742			6
2022.08.17	11:32:17.861	134.741	134.741			6
2022.08.17	11:32:17.955	134.742	134.742			6
2022.08.17	11:32:18.784	134.741	134.741			6
2022.08.17	11:32:19.089	134.740	134.740			6
2022.08.17	11:32:19.211	134.741	134.741			6
2022.08.17	11:32:19.342	134.740	134.740			6
2022.08.17	11:32:19.953	134.736	134.736			6
2022.08.17	11:32:20.196	134.734	134.734			6
2022.08.17	11:32:20.296	134.735	134.735			6
2022.08.17	11:32:20.398	134.734	134.734			6
2022.08.17	11:32:20.595	134.735	134.735			6
2022.08.17	11:32:20.691	134.734	134.734			6
2022.08.17	11:32:20.793	134.735	134.735			6
2022.08.17	11:32:20.924	134.734	134.734			6
2022.08.17	11:32:21.248	134.733	134.733			6
2022.08.17	11:32:21.354	134.732	134.732			6
2022.08.17	11:32:21.455	134.733	134.733			6
2022.08.17	11:32:21.552	134.735	134.735			6
2022.08.17	11:32:21.656	134.734	134.734			6
2022.08.17	11:32:21.791	134.735	134.735			6
2022.08.17	11:32:22.233	134.738	134.738			6
2022.08.17	11:32:22.336	134.737	134.737			6
2022.08.17	11:32:24.338	134.740	134.740			6
2022.08.17	11:32:24.463	134.739	134.739			6
2022.08.17	11:32:24.564	134.741	134.741			6
2022.08.17	11:32:24.667	134.742	134.742			6
2022.08.17	11:32:24.761	134.741	134.741			6
2022.08.17	11:32:25.311	134.742	134.742			6
2022.08.17	11:32:25.411	134.741	134.741			6
2022.08.17	11:32:25.510	134.740	134.740			6
2022.08.17	11:32:25.716	134.741	134.741			6
2022.08.17	11:32:25.831	134.740	134.740			6
2022.08.17	11:32:25.920	134.741	134.741			6
2022.08.17	11:32:26.053	134.744	134.744			6
2022.08.17	11:32:26.165	134.745	134.745			6
2022.08.17	11:32:26.266	134.744	134.744			6
2022.08.17	11:32:26.374	134.746	134.746			6
2022.08.17	11:32:26.471	134.745	134.745			6
2022.08.17	11:32:26.566	134.744	134.744			6
2022.08.17	11:32:26.669	134.745	134.745			6
2022.08.17	11:32:26.769	134.744	134.744			6
2022.08.17	11:32:27.017	134.743	134.743			6
2022.08.17	11:32:29.333	134.744	134.744			6
2022.08.17	11:32:29.579	134.743	134.743			6
2022.08.17	11:32:29.673	134.744	134.744			6
2022.08.17	11:32:30.180	134.743	134.743			6
2022.08.17	11:32:30.304	134.744	134.744			6
2022.08.17	11:32:30.925	134.745	134.745			6
2022.08.17	11:32:31.477	134.744	134.744			6
2022.08.17	11:32:31.582	134.745	134.745			6
2022.08.17	11:32:31.782	134.744	134.744			6
2022.08.17	11:32:32.145	134.745	134.745			6
2022.08.17	11:32:32.434	134.744	134.744			6
2022.08.17	11:32:32.529	134.745	134.745			6
2022.08.17	11:32:32.667	134.747	134.747			6
2022.08.17	11:32:32.766	134.748	134.748			6
2022.08.17	11:32:32.869	134.750	134.750			6
2022.08.17	11:32:32.991	134.748	134.748			6
2022.08.17	11:32:33.087	134.749	134.749			6
2022.08.17	11:32:33.384	134.748	134.748			6
2022.08.17	11:32:33.486	134.749	134.749			6
2022.08.17	11:32:33.947	134.748	134.748			6
2022.08.17	11:32:34.048	134.749	134.749			6
2022.08.17	11:32:34.143	134.750	134.750			6
2022.08.17	11:32:34.580	134.749	134.749			6
2022.08.17	11:32:34.803	134.747	134.747			6
2022.08.17	11:32:34.911	134.751	134.751			6
2022.08.17	11:32:35.100	134.750	134.750			6
2022.08.17	11:32:35.198	134.751	134.751			6
2022.08.17	11:32:35.546	134.750	134.750			6
2022.08.17	11:32:35.952	134.751	134.751			6
2022.08.17	11:32:36.059	134.750	134.750			6
2022.08.17	11:32:36.170	134.754	134.754			6
2022.08.17	11:32:36.412	134.756	134.756			6
2022.08.17	11:32:36.611	134.754	134.754			6
2022.08.17	11:32:36.810	134.755	134.755			6
2022.08.17	11:32:36.912	134.754	134.754			6
2022.08.17	11:32:37.012	134.753	134.753			6
2022.08.17	11:32:37.258	134.754	134.754			6
2022.08.17	11:32:37.470	134.749	134.749			6
2022.08.17	11:32:37.565	134.751	134.751			6
2022.08.17	11:32:38.217	134.750	134.750			6
2022.08.17	11:32:38.316	134.751	134.751			6
2022.08.17	11:32:38.416	134.750	134.750			6
2022.08.17	11:32:38.513	134.751	134.751			6
2022.08.17	11:32:38.617	134.750	134.750			6
2022.08.17	11:32:38.719	134.751	134.751			6
2022.08.17	11:32:38.849	134.752	134.752			6
2022.08.17	11:32:38.976	134.750	134.750			6
2022.08.17	11:32:39.070	134.751	134.751			6
2022.08.17	11:32:39.176	134.752	134.752			6
2022.08.17	11:32:39.280	134.753	134.753			6
2022.08.17	11:32:39.377	134.752	134.752			6
2022.08.17	11:32:39.478	134.754	134.754			6
2022.08.17	11:32:39.702	134.752	134.752			6
2022.08.17	11:32:39.828	134.754	134.754			6
2022.08.17	11:32:39.927	134.753	134.753			6
2022.08.17	11:32:40.025	134.754	134.754			6
2022.08.17	11:32:40.128	134.753	134.753			6
2022.08.17	11:32:40.225	134.754	134.754			6
2022.08.17	11:32:40.323	134.753	134.753			6
2022.08.17	11:32:40.430	134.752	134.752			6
2022.08.17	11:32:40.554	134.754	134.754			6
2022.08.17	11:32:40.678	134.756	134.756			6
2022.08.17	11:32:41.536	134.755	134.755			6
2022.08.17	11:32:41.640	134.756	134.756			6
2022.08.17	11:32:42.030	134.755	134.755			6
2022.08.17	11:32:42.141	134.754	134.754			6
2022.08.17	11:32:42.267	134.756	134.756			6
2022.08.17	11:32:42.389	134.754	134.754			6
2022.08.17	11:32:42.690	134.752	134.752			6
2022.08.17	11:32:43.121	134.753	134.753			6
2022.08.17	11:32:43.253	134.754	134.754			6
2022.08.17	11:32:43.460	134.755	134.755			6
2022.08.17	11:32:43.554	134.754	134.754			6
2022.08.17	11:32:43.656	134.756	134.756			6
2022.08.17	11:32:43.750	134.755	134.755			6
2022.08.17	11:32:43.848	134.754	134.754			6
2022.08.17	11:32:43.975	134.756	134.756			6
2022.08.17	11:32:44.098	134.755	134.755			6
2022.08.17	11:32:44.431	134.756	134.756			6
2022.08.17	11:32:44.724	134.755	134.755			6
2022.08.17	11:32:44.825	134.756	134.756			6
2022.08.17	11:32:45.051	134.755	134.755			6
2022.08.17	11:32:45.153	134.756	134.756			6
2022.08.17	11:32:45.254	134.755	134.755			6
2022.08.17	11:32:45.354	134.756	134.756			6
2022.08.17	11:32:45.560	134.755	134.755			6
2022.08.17	11:32:45.684	134.756	134.756			6
2022.08.17	11:32:45.903	134.755	134.755			6
2022.08.17	11:32:46.109	134.756	134.756			6
2022.08.17	11:32:46.538	134.755	134.755			6
2022.08.17	11:32:46.660	134.756	134.756			6
2022.08.17	11:32:46.755	134.755	134.755			6
2022.08.17	11:32:46.857	134.756	134.756			6
2022.08.17	11:32:46.967	134.755	134.755			6
2022.08.17	11:32:47.073	134.756	134.756			6
2022.08.17	11:32:47.169	134.757	134.757			6
2022.08.17	11:32:47.275	134.756	134.756			6
2022.08.17	11:32:47.519	134.760	134.760			6
2022.08.17	11:32:47.643	134.763	134.763			6
2022.08.17	11:32:47.737	134.765	134.765			6
2022.08.17	11:32:47.868	134.766	134.766			6
2022.08.17	11:32:48.166	134.769	134.769			6
2022.08.17	11:32:48.876	134.770	134.770			6
2022.08.17	11:32:49.224	134.771	134.771			6
2022.08.17	11:32:49.331	134.772	134.772			6
